Date,edinetCode,code,Close,Volume,MarketCap,EV,PER,PBR,EPS_calc,BPS,NetAssets,NetIncome,OperatingIncome
2024-07-12,E02362,6861,73131.1640625,612500,,,375.59018058908117,,194.71,,236698000000.0,34621000000,20284000000.0
2024-07-16,E02362,6861,73219.8125,377800,,,376.04546505058806,,194.71,,236698000000.0,34621000000,20284000000.0
2024-07-17,E02362,6861,72609.078125,419700,,,372.90882915618096,,194.71,,236698000000.0,34621000000,20284000000.0
2024-07-18,E02362,6861,70264.625,428200,,,360.86808587129576,,194.71,,236698000000.0,34621000000,20284000000.0
2024-07-19,E02362,6861,71624.015625,425100,,,367.84970276308354,,194.71,,236698000000.0,34621000000,20284000000.0
2024-07-22,E02362,6861,69673.59375,403700,,,357.83264213445636,,194.71,,236698000000.0,34621000000,20284000000.0
2024-07-23,E02362,6861,68284.6484375,423800,,,350.69923700631705,,194.71,,236698000000.0,34621000000,20284000000.0
2024-07-24,E02362,6861,67959.5703125,392400,,,349.02968677777204,,194.71,,236698000000.0,34621000000,20284000000.0
2024-07-25,E02362,6861,64462.6015625,766300,,,331.0698041317857,,194.71,,236698000000.0,34621000000,20284000000.0
2024-07-26,E02362,6861,64945.27734375,655700,,,333.5487511876637,,194.71,,236698000000.0,34621000000,20284000000.0
2024-07-29,E02362,6861,64147.375,712700,,,329.4508499820245,,194.71,,236698000000.0,34621000000,20284000000.0
2024-07-30,E02362,6861,64344.38671875,492900,,,330.46267124826664,,194.71,,236698000000.0,34621000000,20284000000.0
2024-07-31,E02362,6861,64905.875,616200,,,333.34638693441525,,194.71,,236698000000.0,34621000000,20284000000.0
2024-08-01,E02362,6861,63477.53515625,517000,,,326.0106576768014,,194.71,,236698000000.0,34621000000,20284000000.0
2024-08-02,E02362,6861,59527.42578125,794400,,,305.723515901854,,194.71,,236698000000.0,34621000000,20284000000.0
2024-08-05,E02362,6861,52326.609375,1291200,,,268.74125301730777,,194.71,,236698000000.0,34621000000,20284000000.0
2024-08-06,E02362,6861,61566.51171875,1207700,,,316.1959412395357,,194.71,,236698000000.0,34621000000,20284000000.0
2024-08-07,E02362,6861,61536.95703125,1298500,,,316.0441530031842,,194.71,,236698000000.0,34621000000,20284000000.0
2024-08-08,E02362,6861,58867.43359375,809300,,,302.3338996135278,,194.71,,236698000000.0,34621000000,20284000000.0
2024-08-09,E02362,6861,58916.69140625,1202700,,,302.58688000744695,,194.71,,236698000000.0,34621000000,20284000000.0
2024-08-13,E02362,6861,63901.1171875,925100,,,328.186108507524,,194.71,,236698000000.0,34621000000,20284000000.0
2024-08-14,E02362,6861,65999.296875,905100,,,338.96203007036104,,194.71,,236698000000.0,34621000000,20284000000.0
2024-08-15,E02362,6861,63457.8359375,792700,,,325.90948558112063,,194.71,,236698000000.0,34621000000,20284000000.0
2024-08-16,E02362,6861,65349.16015625,530800,,,335.62302992270554,,194.71,,236698000000.0,34621000000,20284000000.0
2024-08-19,E02362,6861,65299.91015625,631700,,,335.3700896525602,,194.71,,236698000000.0,34621000000,20284000000.0
2024-08-20,E02362,6861,66915.4140625,749600,,,343.66706415951927,,194.71,,236698000000.0,34621000000,20284000000.0
2024-08-21,E02362,6861,68639.2734375,863900,,,352.52053534743976,,194.71,,236698000000.0,34621000000,20284000000.0
2024-08-22,E02362,6861,69387.921875,784500,,,356.36547622104666,,194.71,,236698000000.0,34621000000,20284000000.0
2024-08-23,E02362,6861,69988.8125,477900,,,359.4515561604437,,194.71,,236698000000.0,34621000000,20284000000.0
2024-08-26,E02362,6861,68954.4921875,353100,,,354.1394493734271,,194.71,,236698000000.0,34621000000,20284000000.0
2024-08-27,E02362,6861,69102.2421875,295500,,,354.8982701838632,,194.71,,236698000000.0,34621000000,20284000000.0
2024-08-28,E02362,6861,69013.6015625,304000,,,354.4430258461301,,194.71,,236698000000.0,34621000000,20284000000.0
2024-08-29,E02362,6861,69456.8828125,423900,,,356.7196487725335,,194.71,,236698000000.0,34621000000,20284000000.0
2024-08-30,E02362,6861,68570.3125,593400,,,352.1663627959529,,194.71,,236698000000.0,34621000000,20284000000.0
2024-09-02,E02362,6861,68954.4921875,361100,,,354.1394493734271,,194.71,,236698000000.0,34621000000,20284000000.0
2024-09-03,E02362,6861,68826.4375,291700,,,353.481780596785,,194.71,,236698000000.0,34621000000,20284000000.0
2024-09-04,E02362,6861,66639.59375,693300,,,342.2504943248934,,194.71,,236698000000.0,34621000000,20284000000.0
2024-09-05,E02362,6861,65299.91015625,518200,,,335.3700896525602,,194.71,,236698000000.0,34621000000,20284000000.0
2024-09-06,E02362,6861,62945.60546875,757100,,,323.27875028889116,,194.71,,236698000000.0,34621000000,20284000000.0
2024-09-09,E02362,6861,63408.578125,515000,,,325.65650518720145,,194.71,,236698000000.0,34621000000,20284000000.0
2024-09-10,E02362,6861,62522.0234375,522400,,,321.1032994581685,,194.71,,236698000000.0,34621000000,20284000000.0
2024-09-11,E02362,6861,62482.62109375,448300,,,320.90093520492013,,194.71,,236698000000.0,34621000000,20284000000.0
2024-09-12,E02362,6861,64896.02734375,519200,,,333.29581091751834,,194.71,,236698000000.0,34621000000,20284000000.0
2024-09-13,E02362,6861,65063.484375,640200,,,334.1558439474089,,194.71,,236698000000.0,34621000000,20284000000.0
2024-09-17,E02362,6861,64452.75,637800,,,331.0192080530019,,194.71,,236698000000.0,34621000000,20284000000.0
2024-09-18,E02362,6861,64827.0703125,531600,,,332.9416584279184,,194.71,,236698000000.0,34621000000,20284000000.0
2024-09-19,E02362,6861,66441.953125,735200,,,341.235443094859,,194.71,,236698000000.0,34621000000,20284000000.0
2024-09-20,E02362,6861,68071.625,917900,,,349.6051820656361,,194.71,,236698000000.0,34621000000,20284000000.0
